DEPTH;CAL;DEN;DTC;DTS;GR;NEU;nmrFF;nmrPhie;nmrPhiT;nmrPerm;PE;RES10;RES90
2060,5564;13,301;2,3146;57,1437;108,2872;23,5185;0,1202;0,0011;0,0045;0,0115;0;10;403,2330017;486,1130981
2060,7088;13,3222;2,3044;56,933;106,4399;25,2697;0,1543;0,0011;0,0044;0,0093;0;10;575,2683716;731,1126099
2060,8612;13,3235;2,2868;50,6437;106,6078;30,8297;0,1785;0,0003;0,0003;0,0024;0;10;441,8854065;533,0684204
2061,0136;13,4087;2,269;47,0671;111,324;36,255;0,1865;0;0,0043;0,0045;0;10;307,8616943;356,0401917
2061,166;13,48;2,2385;47,4509;119,7912;40,1109;0,2035;0;0,0042;0,0066;0;10;331,1586914;403,8380127
2061,3184;13,5897;2,1783;53,6573;125,2087;35,4316;0,2277;0,0004;0,0027;0,006;0;10;313,439209;448,8008118
2061,4708;14,0539;2,1203;59,5084;126,5288;27,7393;0,2637;0,0008;0,0012;0,0054;0;10;397,3304138;622,1727905
2061,6232;15,0225;2,1193;59,3263;123,537;19,9629;0,3083;0,0003;0,0011;0,0163;0;10;477,8649902;745,012085
2061,7756;15,5025;2,1804;59,3216;107,8676;16,853;0,3481;0,0028;0,0154;0,0181;0;9,9355;463,8757019;680,74823
2061,928;15,9306;2,3082;57,9389;100,9865;14,8331;0,3773;0,0177;0,0399;0,0399;0,0161;9,3822;445,4406128;653,2874146
2062,0804;16,2423;2,4555;55,5088;99,9612;14,3282;0,3757;0,0234;0,0471;0,0471;0,0483;8,2234;408,0516052;597,7686768
2062,2328;16,6315;2,5732;52,8136;97,5185;15,1179;0,3591;0,0292;0,0542;0,0542;0,1178;6,7156;381,9025879;571,5302734
2062,3852;16,8611;2,6265;51,1332;96,5784;16,177;0,3424;0,0315;0,0537;0,0546;0,1656;5,428;356,3952942;540,7075195
2062,5376;16,8708;2,637;51,6257;93,5881;17,6583;0,3446;0,0208;0,0417;0,0426;0,0298;4,6456;332,2072144;509,6657104
2062,69;16,8592;2,649;51,6225;86,7546;19,7872;0,37;0,0118;0,0414;0,0415;0,0047;4,2838;328,5404053;509,6657104
2062,8424;16,81;2,6579;53,9281;82,9801;23,5874;0,3662;0,0099;0,0935;0,0946;0,0109;4,4053;322,7366028;482,9020081
2062,9948;16,8693;2,6473;55,2717;82,1527;28,2646;0,3537;0,0079;0,1456;0,1476;0,0152;4,9297;309,6271973;467,9292908
2063,1472;16,8879;2,639;56,6186;83,215;33,0448;0,3642;0,0043;0,3394;0,3479;0,0224;5,3788;299,2264099;484,3182068
2063,2996;16,8863;2,6333;58,2564;82,9133;34,7729;0,3912;0,0022;0,5228;0,5368;0,0142;5,2913;291,5379028;473,4057922
2063,452;16,866;2,6089;58,8659;82,1834;33,143;0,4028;0,002;0,611;0,6243;0,0157;4,8523;283,3511047;435,2012024
2063,6044;16,8987;2,5738;60,3076;84,6177;29,6003;0,3858;0,0023;0,6141;0,6252;0,021;4,6027;278,9950867;434,2565002
2063,7568;16,9232;2,5405;62,4078;84,5149;25,0334;0,4082;0,0026;0,6172;0,6262;0,0271;4,7857;273,4396973;427,9263
2063,9092;16,8992;2,5278;64,5201;83,2044;22,8359;0,4383;0,0009;0,6322;0,6377;0,0031;4,9678;267,9891968;435,4468994
2064,0616;16,8412;2,5144;65,9171;92,6417;20,8133;0,4364;0,0006;0,6478;0,6512;0,0016;4,986;261,6874084;426,7359009
2064,214;16,8899;2,4989;66,4229;98,5009;20,2296;0,4319;0,0006;0,6597;0,6634;0,0015;4,9184;260,1205139;409,4820862
2064,3664;16,8309;2,484;68,6567;105,328;18,856;0,4338;0,0008;0,6388;0,6445;0,0026;5,0434;264,015686;397,4165039
2064,5188;16,8287;2,4088;75,7786;112,1552;17,9134;0,4533;0,001;0,6179;0,6256;0,0038;5,7025;264,4782104;411,8175964
2064,6712;16,8373;2,2395;82,0512;118,0514;17,6045;0,5277;0,0102;0,4737;0,4857;0,2552;7,2219;261,3562012;399,8045044
2064,8236;16,3937;2,1147;81,2549;118,9656;17,5896;0,4543;0,0244;0,2768;0,291;0,5993;8,233;257,6773987;403,2637939
2064,976;14,2796;2,158;78,6799;108,9368;19,4748;0,3462;0,0327;0,1244;0,139;0,3527;8,1932;252,2525024;396,3830872
2065,1284;13,0971;2,366;66,9525;104,8184;18,994;0,1573;0,0426;0,1069;0,1184;0,6221;6,8909;252,0823975;394,1451111
2065,2808;12,7006;2,5245;61,1616;103,8799;19,297;0,1218;0,0526;0,0895;0,0979;1,236;5,8418;251,3094025;394,1451111
2065,4332;12,6498;2,5747;63,1874;103,4106;17,8158;0,1536;0,0818;0,11;0,1133;11,0577;5,3429;246,3027954;384,5736084
2065,5856;12,633;2,5502;63,0587;105,7926;19,8417;0,1856;0,1106;0,1408;0,1413;51,6227;5,0334;245,6056061;373,8966064
2065,738;12,6193;2,5224;61,1226;106,4745;23,7467;0,203;0,1126;0,1499;0,1499;46,1244;4,632;254,9104004;382,348999
2065,8904;12,5297;2,4939;62,1225;108,5891;25,5168;0,2081;0,1103;0,1531;0,1537;36,1706;4,129;256,8389893;404,4234009
2066,0428;12,5143;2,4716;61,1334;107,7606;26,5806;0,2006;0,1081;0,1564;0,1575;29,4216;3,7829;250,2709961;374,0393066
2066,1952;12,5236;2,4596;62,7516;106,6601;25,032;0,2133;0,1017;0,1562;0,1602;19,866;3,6839;251,1246033;353,9183044
2066,3476;12,446;2,4548;62,7253;106,7386;26,157;0,2021;0,0816;0,1325;0,1411;7,4347;3,7243;244,7070007;371,7691956
2066,5;12,4413;2,457;62,6716;107,7563;26,8168;0,1649;0,0587;0,1009;0,1113;1,9167;3,7464;237,4317932;362,9807129
2066,6524;12,4346;2,4728;63,2703;107,4347;26,7818;0,1227;0,0491;0,0855;0,0969;0,9319;3,6643;243,5845947;373,9812927
2066,8048;12,3948;2,4893;63,1448;104,8584;24,0997;0,088;0,0395;0,0701;0,0825;0,391;3,5994;262,7862854;418,2452087
2066,9572;12,383;2,5012;62,7213;102,7366;19,6696;0,0882;0,0473;0,0746;0,09;0,8084;3,6553;281,3475952;453,552002
2067,1096;12,3284;2,4953;62,8604;103,6164;15,5121;0,0965;0,0604;0,0924;0,1109;2,16;3,9302;292,1947937;470,7087097
2067,262;12,3363;2,4863;63,5937;105,3222;13,0773;0,1065;0,0725;0,1113;0,131;4,5259;4,3438;299,4436035;489,1470032
2067,4144;12,3536;2,4738;63,0585;107,0011;12,0673;0,1233;0,0721;0,1155;0,1324;4,4061;4,7882;308,175293;491,728302
2067,5668;12,3525;2,4668;61,9259;106,4256;11,3489;0,1309;0,0718;0,1196;0,1338;4,2945;5,0812;311,4515076;509,6657104
2067,7192;12,3613;2,47;60,775;104,8279;11,0486;0,134;0,0612;0,1113;0,1228;2,2379;5,1744;308,0786133;502,2421875
2067,8716;12,385;2,481;59,4095;102,6368;10,8199;0,1234;0,0529;0,1007;0,1151;1,2696;5,1591;303,5852051;480,677887
2068,024;12,4407;2,4984;59,3484;99,2508;12,1906;0,1055;0,0539;0,0958;0,1109;1,3525;5,1444;293,8308105;476,8517151
2068,1764;12,477;2,5151;61,0358;96,7392;12,3622;0,0938;0,0569;0,0983;0,1105;1,6827;5,1731;291,5072021;459,4281006
2068,3288;12,5068;2,5178;64,4661;99,8834;12,6678;0,0997;0,0599;0,1007;0,1102;2,0983;5,3074;286,5733948;459,4281006
2068,4812;12,5225;2,5061;67,135;107,2479;12,4302;0,111;0,0651;0,1126;0,117;2,9552;5,5778;280,5397949;447,2654114
2068,6336;12,5231;2,4878;66,6294;112,405;14,444;0,1422;0,0675;0,1199;0,12;3,4178;6,1199;278,5213013;458,7367859
2068,786;12,4588;2,4927;64,2376;111,4404;16,2295;0,1569;0,0646;0,1152;0,1152;2,8772;6,7651;278,2514038;444,7702026
2068,9384;12,4292;2,543;61,3773;107,5582;16,0578;0,1604;0,0612;0,11;0,11;2,3076;7,1774;274,0900879;442,2522888
2069,0908;12,3434;2,5987;59,7319;100,4013;15,0815;0,1389;0,0578;0,1048;0,1048;1,8279;6,8558;266,1199951;428,2116089
2069,2432;12,3359;2,6052;59,1158;94,5806;12,9204;0,1235;0,0519;0,0953;0,0953;1,1816;5,9917;262,0911865;421,1903992
2069,3956;12,3345;2,5745;59,7965;94,7352;12,1307;0,1143;0,0553;0,0952;0,1008;1,5302;5,0569;255,0955963;424,0151062
2069,548;12,3348;2,5462;60,8871;96,9976;11,6769;0,1033;0,065;0,1028;0,1129;2,9954;4,4966;252,3724976;398,817688
2069,7004;12,34;2,5461;62,3103;100,4337;11,9084;0,1009;0,0712;0,108;0,1173;4,5146;4,3243;250,7817993;379,6785889
2069,8528;12,3677;2,5299;62,6417;103,3566;11,462;0,1117;0,0774;0,1132;0,1216;6,6881;4,3968;253,9904938;385,0126953
2070,0052;12,3882;2,5056;62,2338;104,4195;10,6723;0,1244;0,0859;0,1192;0,1233;12,1836;4,5946;260,3165894;405,7601929
2070,1576;12,3636;2,4861;62,0854;104,0072;10,1296;0,1392;0,0889;0,1202;0,1218;15,9937;4,7455;264,8613892;411,0585938
2070,31;12,3163;2,4818;61,8887;103,4338;10,1982;0,1367;0,0846;0,1138;0,115;13,4813;4,8278;265,3146973;406,9390869
2070,4624;12,316;2,4861;61,4449;103,6951;10,4806;0,1388;0,0801;0,1091;0,1105;10,2951;4,8727;269,1944885;412,3859863
2070,6148;12,3135;2,4974;61,0462;103,9865;10,1611;0,1336;0,0756;0,1044;0,1061;7,761;4,9313;272,4747009;411,5968933
2070,7672;12,3028;2,5117;60,5907;103,4674;10,4358;0,1277;0,0635;0,0942;0,0972;3,1757;4,9777;271,6402893;414,6878967
2070,9196;12,2983;2,5261;59,2303;101,6953;10,1177;0,1207;0,0552;0,0865;0,093;1,5987;4,9776;266,7583008;416,1340027
2071,072;12,286;2,5391;58,2039;98,061;10,8789;0,1089;0,057;0,087;0,0986;1,7751;4,931;250,6596985;385,3362122
2071,2244;12,277;2,5534;57,8902;94,0516;10,7759;0,0982;0,0622;0,0917;0,1029;2,6182;4,8361;230,1945038;354,5375061
2071,3768;12,2752;2,5603;59,136;93,0323;10,9146;0,0895;0,0674;0,0963;0,1072;3,7851;4,7604;220,5982971;338,9732971
2071,5292;12,278;2,5474;60,7874;96,7932;11,0156;0,0925;0,0754;0,1079;0,1173;6,1256;4,8054;232,0372925;348,6694946
2071,6816;12,2836;2,5208;61,3853;102,6564;10,5692;0,1058;0,0716;0,1077;0,1177;4,6421;4,9658;243,4613037;353,6351929
2071,834;12,281;2,499;61,4454;106,0801;9,9168;0,1119;0,0635;0,101;0,11;2,7333;5,1317;252,5664063;385,0805054
2071,9864;12,2757;2,4963;60,7951;106,174;9,3398;0,115;0,0622;0,1001;0,1081;2,5079;5,1923;255,5119019;385,3024902
2072,1388;12,2757;2,5001;59,9449;103,2897;9,4799;0,1099;0,0609;0,0992;0,1061;2,2969;5,211;254,760498;402,120697
2072,2912;12,2804;2,502;59,0723;100,1993;10,5659;0,1086;0,0662;0,1059;0,1059;3,4896;5,2276;246,771698;377,104187
2072,4436;12,2904;2,5043;58,309;98,5607;11,2526;0,1025;0,0662;0,1103;0,1103;3,3306;5,2116;233,5267029;355,5307922
2072,596;12,2925;2,516;58,6986;96,3013;11,3872;0,0904;0,0571;0,0982;0,0982;1,7965;5,0872;224,241806;329,9395142
2072,7484;12,3065;2,5404;60,2652;94,127;11,1253;0,0729;0,0452;0,0889;0,0889;0,6675;4,8543;217,6472015;344,1477966
2072,9008;12,3349;2,5685;61,5565;93,9361;11,4344;0,057;0,0333;0,0796;0,0796;0,2069;4,5936;213,9925995;344,7481079
2073,0532;12,3353;2,5871;62,3078;98,1957;12,5332;0,062;0,0266;0,067;0,067;0,0877;4,3766;212,2720947;335,875
2073,2056;12,3371;2,5741;62,5975;104,9156;14,2844;0,0868;0,0365;0,0754;0,0773;0,2848;4,3375;210,6618042;320,968811
2073,358;12,3552;2,5389;62,1477;108,7608;14,5591;0,1145;0,0492;0,0883;0,0908;0,9475;4,4718;211,4692993;328,9155884
2073,5104;12,3685;2,5042;62,2768;109,0959;13,3917;0,1324;0,0522;0,0938;0,0956;1,211;4,7273;220,6060028;337,0143127
2073,6628;12,358;2,4842;61,7551;108,0244;11,3637;0,1333;0,0553;0,0992;0,1004;1,5266;4,9721;226,5227051;344,7481079
2073,8152;12,3357;2,4773;60,3264;105,9869;11,0203;0,1272;0,0568;0,0992;0,0992;1,7353;5,125;227,141098;344,0209961
2073,9676;12,3159;2,4782;58,5184;102,9746;11,1563;0,1192;0,0549;0,0874;0,0874;1,6722;5,1713;224,3484955;336,2871094
2074,12;12,2993;2,4894;57,892;99,838;12,0511;0,1119;0,0484;0,0756;0,0756;1,0406;5,1417;220,7463074;334,3009033
2074,2724;12,2985;2,5166;57,0116;96,5953;11,9825;0,0971;0,0449;0,0736;0,0753;0,6972;5,0457;207,8538971;311,4424133
2074,4248;12,2969;2,551;57,7394;92,883;11,9495;0,0793;0,0413;0,0716;0,0751;0,4727;4,9097;194,7342072;291,9572144
2074,5772;12,296;2,5787;57,8164;93,2945;10,8836;0,0757;0,0406;0,0757;0,0844;0,4344;4,7732;187,5243073;279,9067078
2074,7296;12,3016;2,5861;58,0867;95,701;10,6776;0,0858;0,0513;0,0886;0,0969;1,1171;4,7076;178,8468933;271,1412048
2074,882;12,299;2,5695;59,5226;97,9215;10,9936;0,0932;0,0659;0,0955;0,1013;3,645;4,7768;187,4118958;288,4760132
2075,0344;12,2997;2,5532;59,9937;99,4748;11,3856;0,0857;0,0701;0,0989;0,1041;4,9971;4,8801;205,7501068;306,7821045
2075,1868;12,3106;2,5387;60,5826;100,5986;10,7984;0,0868;0,0743;0,1023;0,1068;6,8091;5,0019;213,898407;316,653595
2075,3392;12,3185;2,5291;60,8553;101,833;11,4991;0,0936;0,0702;0,103;0,1071;4,7835;5,1018;222,4866943;354,438385
2075,4916;12,3306;2,5213;61,2575;103,1962;11,2116;0,1072;0,0669;0,1042;0,1091;3,5675;5,1759;230,0503998;362,9807129
2075,644;12,3254;2,5206;61,674;104,7354;12,161;0,1106;0,0699;0,1062;0,1149;4,1991;5,1727;238,5774994;362,9807129
2075,7964;12,3188;2,5182;61,7427;107,3337;11,7623;0,1212;0,0721;0,1058;0,1166;4,8556;5,1224;242,8540039;362,9807129
2075,9488;12,3214;2,509;61,5512;108,5581;11,8653;0,1256;0,0743;0,1055;0,1183;5,6008;5,0911;248,4756012;365,6590881
2076,1012;12,3155;2,4957;61,7525;107,9866;11,932;0,1322;0,069;0,1015;0,1093;4,1863;5,1227;256,6741943;395,1433105
2076,2536;12,3126;2,4929;61,4556;106,4674;11,8402;0,1299;0,0626;0,0997;0,1065;2,611;5,1491;267,2081909;406,8128052
2076,406;12,3009;2,4989;60,3776;104,2702;12,5437;0,1237;0,0585;0,1017;0,1017;1,9552;5,1526;273,5563965;422,9100037
2076,5584;12,306;2,5102;58,5433;101,7677;12,2522;0,1154;0,0554;0,0984;0,0984;1,5521;5,1317;278,6932983;472,4460144
2076,7108;12,3028;2,5288;57,2059;100,102;12,3923;0,1016;0,0523;0,0952;0,0952;1,2192;5,0966;281,2101135;446,0299988
2076,8632;12,3084;2,5484;56,7201;98,2525;11,7617;0,0858;0,048;0,0884;0,0885;0,8635;5,0811;281,4509888;459,4281006
2077,0156;12,3124;2,5626;57,5187;97,3148;11,1436;0,0804;0,0511;0,0856;0,086;1,1765;5,0722;283,8927002;459,4281006
2077,168;12,3269;2,5609;58,769;99,9474;10,0924;0,082;0,0581;0,0897;0,0897;2,1896;5,078;282,3667908;456,9838867
2077,3204;12,3869;2,5464;58,8747;103,0922;10,4428;0,1003;0,0578;0,0889;0,0889;2,1538;5,1089;279,7094116;432,1731873
2077,4728;12,4351;2,538;58,9914;103,6733;10,7862;0,105;0,0575;0,0881;0,0881;2,1188;5,1338;277,6608887;442,4702148
2077,6252;12,4274;2,5398;59,3665;102,5204;10,7862;0,1096;0,054;0,0881;0,0881;1,5051;5,1339;268,3453064;415,9569092
2077,7776;12,4069;2,5393;60,1521;100,9984;10,5059;0,1096;0,0595;0,1;0,1;2,1564;5,055;257,7408142;392,3124084
2077,93;12,2932;2,5282;61,1463;103,3365;10,4415;0,1257;0,0712;0,1174;0,1182;4,4868;4,9704;241,066803;373,7121887
2078,0824;12,3004;2,5095;61,9515;106,2868;11,1072;0,141;0,0758;0,1212;0,1251;5,7929;4,9188;238,0440063;382,3027039
2078,2348;12,3098;2,4982;63,2079;108,9848;10,5521;0,148;0,0804;0,125;0,1319;7,3674;4,9269;236,1822968;371,9749146
2078,3872;12,3113;2,4867;63,5869;113,1539;10,7196;0,1466;0,0864;0,1292;0,137;10,2583;4,9742;236,0957947;362,1776123
2078,5396;12,3248;2,4703;63,5312;115,5383;10,8507;0,1532;0,0965;0,1358;0,1413;18,4523;5,061;235,1757965;352,8713989
2078,692;12,3998;2,4492;63,1464;113,2785;11,0203;0,1645;0,1037;0,1397;0,1423;29,5233;5,2084;235,3495026;345,5119019
2078,8444;12,4387;2,4428;63,5027;108,2623;11,6236;0,1595;0,1057;0,1401;0,1423;34,2367;5,3007;237,9194031;356,1755981
2078,9968;12,4341;2,4578;64,4701;103,5495;12,8254;0,1526;0,1078;0,1405;0,1424;39,9091;5,2012;246,1788025;384,1354065
2079,1492;12,4014;2,4803;63,5865;103,4785;15,4182;0,1443;0,1108;0,1436;0,1441;47,7403;4,9108;252,4730072;394,1695862
2079,3016;12,3287;2,488;62,6349;104,0237;17,03;0,1486;0,1183;0,1495;0,1495;72,0024;4,5778;254,4721985;393,4880066
2079,454;12,2818;2,4834;61,3712;102,3408;17,8345;0,1485;0,1112;0,1401;0,1401;57,1767;4,3604;253,3197021;385,4065857
2079,6064;12,2821;2,4825;61,3138;98,9493;17,8715;0,1356;0,0994;0,1274;0,128;32,2623;4,2372;252,3724976;408,2333069
2079,7588;12,2754;2,4991;62,5328;96,3142;17,1673;0,1179;0,0875;0,1147;0,116;17,0754;4,2027;253,4179993;429,1560059
2079,9112;12,277;2,5229;63,4726;97,2267;16,6418;0,0993;0,0691;0,1;0,1053;4,4887;4,2754;253,5171051;407,1159973
2080,0636;12,2869;2,5458;63,4734;101,7917;15,5591;0,1008;0,0614;0,0998;0,1011;2,4987;4,4869;256,0505066;421,8924866
2080,216;12,2916;2,5388;62,187;108,3196;14,9067;0,1079;0,0596;0,1024;0,1024;2,1314;5,0127;273,3293152;461,1556091
2080,3684;12,2912;2,5171;60,0812;110,549;14,9368;0,1084;0,0534;0,0957;0,0958;1,3365;5,744;291,520813;478,4367981
2080,5208;12,2967;2,5168;57,0938;106,6599;15,3832;0,0958;0,0472;0,0889;0,0892;0,8005;6,2808;311,427887;515,4597168
2080,6732;12,2821;2,5548;54,7676;97,4775;15,2115;0,0778;0,0334;0,0683;0,0693;0,1988;6,1765;326,2197876;574,1768799
2080,8256;12,2694;2,6061;54,2882;90,3628;14,2157;0,0649;0,0302;0,0594;0,0609;0,1328;5,4272;331,1315918;596,1343994
2080,978;12,2694;2,6363;55,1929;89,3537;13,8724;0,0623;0,0319;0,0585;0,0617;0,1659;4,6782;329,2641907;594,0698853
2081,1304;12,272;2,642;57,0836;88,6007;14,0693;0,0763;0,0347;0,062;0,0636;0,2372;4,2703;328,5527954;576,4182739
2081,2828;12,2702;2,6273;57,8974;92,3108;13,8086;0,0894;0,0376;0,0655;0,0655;0,334;4,3194;340,3770142;622,2147827
2081,4352;12,2797;2,6007;57,4743;94,1955;13,3364;0,0959;0,0405;0,0728;0,0728;0,4438;4,5199;356,2987061;622,2147827
2081,5876;12,279;2,582;58,0959;93,59;12,2502;0,0855;0,0486;0,0796;0,0796;0,9854;4,7211;367,7773132;624,6314697
2081,74;12,2742;2,581;59,0506;93,581;12,7408;0,083;0,0673;0,0919;0,0928;5,1656;4,8349;383,2987976;653,0194702
2081,8924;12,2749;2,5805;59,749;95,0629;11,8738;0,0921;0,0754;0,0986;0,1016;8,865;4,9065;388,506012;681,5736084
2082,0448;12,2744;2,5638;59,6944;97,4562;11,9046;0,1061;0,0836;0,1054;0,1103;14,4423;4,9539;396,4569092;684,5366211
2082,1972;12,2789;2,5441;57,6599;98,0337;10,3279;0,1103;0,0832;0,1058;0,1096;14,3804;4,9446;407,2125854;722,9882813
2082,3496;12,2869;2,538;56,0509;96,5078;10,157;0,1002;0,065;0,0933;0,0942;3,8913;4,8791;417,5061951;789,8413696
2082,502;12,2908;2,552;54,6666;92,1034;9,7792;0,0835;0,0454;0,079;0,0791;0,7126;4,7777;418,5252991;713,0872192
2082,6544;12,2878;2,5772;53,7689;87,4341;10,2333;0,0679;0,0399;0,075;0,0758;0,4079;4,6853;428,3450012;684,5366211
2082,8068;12,2845;2,6071;54,5938;83,3516;10,5136;0,0614;0,0344;0,0711;0,0725;0,2247;4,5786;418,2655029;719,3339844
2082,9592;12,2838;2,6282;57,5003;84,3477;11,7154;0,0618;0,0344;0,0683;0,0725;0,225;4,5005;426,3411865;754,2595825
2083,1116;12,2812;2,6193;61,3689;92,2917;11,892;0,0753;0,0437;0,0737;0,0825;0,5881;4,5705;427,131012;750,9758301
2083,264;12,2852;2,5815;63,8017;102,2862;11,7869;0,0937;0,0548;0,0864;0,0976;1,4926;4,9373;436,3537903;722,9882813
2083,4164;12,3119;2,5285;64,3828;112,013;11,3174;0,1268;0,0613;0,0952;0,1069;2,3586;5,7028;446,5465088;810,565979
2083,5688;12,3327;2,4984;63,2859;115,1191;12,3685;0,1446;0,0677;0,1039;0,1162;3,5636;6,4986;463,1791992;943,4066162
2083,7212;12,3361;2,5034;61,5505;111,9808;13,5661;0,151;0,0691;0,1069;0,1184;3,8629;6,7891;476,6227112;796,77948
2083,8736;12,3008;2,5353;60,3413;106,1549;13,5892;0,1318;0,0608;0,0954;0,1017;2,359;6,3484;479,7036133;805,4555054
2084,026;12,2782;2,5625;60,5686;100,6783;13,7067;0,1141;0,051;0,0836;0,0845;1,1799;5,586;476,947113;893,1776733
2084,1784;12,2801;2,5618;61,8945;96,6353;13,3004;0,1054;0,0542;0,0876;0,0884;1,5295;5,0658;484,4619141;840,6497192
2084,3308;12,2671;2,5396;62,7259;98,729;14,4679;0,1184;0,0573;0,0916;0,0922;1,9557;4,9194;491,1835022;810,565979
2084,4832;12,2732;2,5199;62,6459;100,9117;13,6034;0,1392;0,0715;0,1136;0,1169;4,636;4,9186;489,3559875;957,1931152
2084,6356;12,2871;2,5163;61,9265;100,8687;13,0826;0,1348;0,0805;0,1339;0,1388;7,0823;4,8222;507,0133057;952,0825195
2084,788;12,2926;2,5197;60,5525;98,974;12,3615;0,1189;0,0859;0,1466;0,1506;9,0796;4,5954;499,1740112;902,8394165
2084,9404;12,2944;2,5122;59,3483;96,6163;14,0297;0,1013;0,0837;0,1434;0,1455;8,2329;4,3906;495,1249084;952,0825195
2085,0928;12,2734;2,5011;58,2846;95,9916;14,6002;0,1035;0,0815;0,1401;0,1404;7,4509;4,3472;490,5297852;893,1776733
2085,2452;12,2667;2,5117;57,5881;96,4578;14,9716;0,0997;0,0703;0,1182;0,1191;4,1846;4,4502;480,0232849;844,7744751
2085,3976;12,2632;2,5389;58,1829;96,0347;13,3496;0,0916;0,0523;0,0856;0,0869;1,3083;4,6182;480,3478088;849,3256226
2085,55;12,2597;2,5609;58,1362;95,0123;13,5861;0,086;0,0479;0,0721;0,0732;1,0313;4,7683;483,7984924;893,1776733
2085,7024;12,2569;2,5606;58,3143;96,8238;14,1467;0,0916;0,0517;0,0735;0,0761;1,4993;4,8991;484,8010864;854,4362183
2085,8548;12,2601;2,5538;58,3049;100,1673;14,4937;0,1024;0,0554;0,075;0,0791;2,1475;4,969;495,8128967;952,0825195
2086,0072;12,2556;2,5555;57,8754;101,0246;13,7898;0,1074;0,0594;0,0826;0,0946;2,279;4,9387;498,5006104;897,7288208
2086,1596;12,2504;2,5576;58,1772;99,0371;12,171;0,1102;0,0592;0,0867;0,1054;2,0254;4,8509;487,300293;889,0527954
2086,312;12,2485;2,5615;56,9609;94,4644;12,2928;0,105;0,0484;0,0762;0,0958;0,875;4,7452;482,8391113;796,77948
2086,4644;12,248;2,5766;56,1768;91,3835;13,5311;0,0911;0,0414;0,0691;0,0862;0,4694;4,6149;471,4194946;800,9044189
2086,6168;12,2505;2,605;55,9421;89,814;14,4926;0,0665;0,0343;0,062;0,0767;0,2276;4,4398;458,1878967;836,9954224
2086,7692;12,2527;2,6285;56,0529;87,9463;15,6355;0,0505;0,0231;0,0508;0,0596;0,0506;4,2912;455,6571045;757,9138794
2086,9216;12,2597;2,6255;58,5244;89,2882;14,775;0,0513;0,0262;0,0552;0,0616;0,079;4,281;462,8640137;805,4555054
2087,074;12,2742;2,5971;60,7782;95,5775;14,8293;0,0676;0,0396;0,0712;0,0772;0,3944;4,4185;473,5953064;902,8394165
2087,2264;12,2688;2,5645;61,3698;102,4956;14,0935;0,0823;0,0458;0,0816;0,0862;0,7121;4,6009;484,4619141;943,4066162
2087,3788;12,2676;2,5466;58,858;102,4724;14,7789;0,0941;0,0521;0,092;0,0952;1,197;4,7039;491,1835022;810,565979
2087,5312;12,2671;2,5622;56,4546;97,3339;15,789;0,0934;0,0575;0,1088;0,1103;1,7528;4,6193;487,9637146;952,0825195
2087,6836;12,2692;2,5992;56,3281;90,3996;15,8626;0,0812;0,0518;0,1038;0,1048;1,1491;4,3622;491,1835022;893,1776733
2087,836;12,2638;2,6317;56,8306;86,7822;16,3447;0,0575;0,0379;0,0796;0,0802;0,3333;4,0166;487,300293;849,3256226
2087,9884;12,2671;2,6519;55,823;85,3203;15,4119;0,0368;0,0297;0,0642;0,0645;0,1257;3,7391;484,4619141;889,0527954
2088,1408;12,2685;2,6559;54,3895;83,6344;15,515;0,0303;0,0214;0,0487;0,0488;0,0347;3,6055;490,2099915;800,9044189
2088,2932;12,2661;2,656;53,1209;82,4331;15,206;0,0339;0,0145;0,0336;0,0336;0,0073;3,6097;475,9877014;844,7744751
2088,4456;12,2695;2,6505;52,2964;81,6079;15,5893;0,0398;0,0135;0,0332;0,0332;0,0057;3,6708;473,270813;849,3256226
2088,598;12,2705;2,648;53,4752;81,9138;16,1386;0,0406;0,0143;0,0367;0,0367;0,0073;3,727;478,4696045;897,7288208
2088,7504;12,2702;2,6513;54,9867;84,5551;16,3446;0,0427;0,0149;0,0402;0,0402;0,009;3,7591;461,6474915;893,1776733
2088,9028;12,2722;2,6505;57,5991;88,4749;16,2066;0,0523;0,0155;0,0436;0,0436;0,011;3,7921;457,898407;840,6497192
2089,0552;12,2786;2,629;59,1619;93,0739;15,9615;0,0728;0,0208;0,0556;0,0565;0,0346;3,9152;450,5784912;789,8413696
2089,2076;12,307;2,5909;61,1511;98,8807;15,2404;0,096;0,0372;0,0736;0,0738;0,306;4,1777;439,5109863;719,3339844
2089,36;12,3501;2,5525;61,8767;104,9789;14,8291;0,1015;0,0633;0,1001;0,1001;2,9743;4,4965;449,243988;762,0388184
2089,5124;12,3583;2,5309;62,5739;110,2381;14,3482;0,1072;0,0773;0,1133;0,1134;7,5887;4,7153;460,3327942;840,6497192
2089,6648;12,3628;2,5088;62,8985;114,8202;13,4638;0,1196;0,0913;0,1265;0,1267;17,1514;4,8607;480,677002;810,565979
2089,8172;12,4051;2,4788;62,9455;116,9565;13,4982;0,1543;0,1035;0,1391;0,1392;31,5827;5,0419;488,302887;952,0825195
2089,9696;12,4405;2,456;62,8525;115,2981;13,2385;0,1718;0,1021;0,144;0,144;25,5098;5,2405;495,1249084;889,0527954
2090,122;12,4144;2,4562;63,6862;112,9236;13,8953;0,1702;0,0884;0,142;0,142;11,029;5,3372;491,1835022;805,4555054
