DEPTH;CAL;DEN;DTC;DTS;GR;NEU;nmrFF;nmrPerm;nmrPhie;nmrPhiT;PE;RES10;RES90
2526,5148;12,3818;2,4308;66,6935;120,6173;9,4319;0,1297;0,1315;211,4908;0,1407;0,1525;5,0429;130,806;181,7465
2526,6672;12,3794;2,4417;65,7082;117,5179;9,0292;0,1208;0,1275;180,0532;0,1372;0,1485;5,0442;99,0156;137,4972
2526,8196;12,3959;2,4547;64,8957;116,4638;8,5384;0,1276;0,1182;133,3616;0,1296;0,1376;5,051;72,0345;101,8127
2526,972;12,399;2,4638;64,2062;115,4356;8,5384;0,1352;0,1126;111,1741;0,1261;0,1309;5,0455;55,4342;79,0067
2527,1244;12,3525;2,4637;63,9622;115,8719;8,8405;0,1388;0,1177;150,586;0,131;0,1353;5,0064;45,699;65,3424
2527,2768;12,3796;2,4576;63,4455;115,7943;9,1634;0,1353;0,1176;143,1711;0,131;0,1357;4,9527;52,7585;73,9207
2527,4292;12,3909;2,4731;63,0891;114,9866;9,4089;0,1261;0,1175;136,3752;0,131;0,1362;4,8924;64,8901;90,1323
2527,5816;12,4078;2,5115;62,5445;113,2603;12,1277;0,1174;0,1157;137,7278;0,1294;0,1332;4,8825;72,209;100,2293
2527,734;12,4265;2,5343;61,2935;111,0641;17,7667;0,1183;0,1176;169,6315;0,1308;0,1337;4,9221;74,5277;101,7661
2527,8864;12,4144;2,516;60,9129;110,3947;32,4243;0,1362;0,1262;210,2524;0,1386;0,1443;5,0776;80,6064;110,697
2528,0388;12,3703;2,4781;61,3244;111,3472;48,0658;0,1661;0,1337;301,27;0,1451;0,1513;5,2282;88,8904;121,3042
2528,1912;12,3328;2,4658;62,3087;113,4805;54,0742;0,1828;0,1412;425,8153;0,1515;0,1584;5,1732;93,7116;127,7261
2528,3436;12,3842;2,4605;63,2427;115,3108;41,9618;0,1792;0,1566;915,2292;0,1654;0,1719;4,921;96,1149;130,1658
2528,496;12,4612;2,4471;63,0985;115,8354;24,9105;0,1685;0,1768;2639,1057;0,1856;0,1891;4,6272;98,4774;132,7463
2528,6484;12,4303;2,4143;62,9096;114,8067;13,6324;0,1761;0,1793;3186,8469;0,1909;0,1909;4,5115;104,4309;140,3046
2528,8008;12,3569;2,3967;63,9501;116,2821;10,4087;0,1904;0,1726;2088,4231;0,1856;0,1856;4,5273;115,1767;151,5913
2528,9532;12,4147;2,4041;65,2628;116,9114;10,1257;0,2016;0,166;1394,4319;0,1804;0,1804;4,5484;120,5052;156,6254
2529,1056;12,4193;2,4232;67,0307;118,7909;10,3875;0,195;0,1546;1050,3187;0,1681;0,1681;4,4899;126,0847;161,604
2529,258;12,42;2,438;66,9655;119,0266;10,7777;0,1813;0,1457;1266,339;0,1556;0,1556;4,4183;128,5067;165,4012
